3697,18,24,LOSS
3697,14,19,WIN
3697,10,21,WIN
3697,20,18,LOSS
3697,18,20,WIN
7173,21,24,LOSS
7173,15,25,LOSS
7173,9,4,LOSS
7173,10,20,WIN
7173,14,30,LOSS
7173,16,23,LOSS
7173,20,19,LOSS
7173,15,24,LOSS
7173,20,20,LOSS
7173,20,20,LOSS
7173,11,19,WIN
7173,13,24,LOSS
7173,12,7,LOSS
7173,13,24,LOSS
7173,10,7,LOSS
7173,13,14,WIN
7173,17,14,LOSS
7173,14,16,WIN
7173,16,20,WIN
7173,14,20,WIN
7173,20,23,LOSS
7173,12,8,LOSS
7173,13,20,WIN
7173,19,18,LOSS
7173,11,20,WIN
7173,12,27,LOSS
7173,19,16,LOSS
7173,12,17,WIN
7173,10,19,WIN
7173,20,21,WIN
7173,14,7,LOSS
7173,11,20,WIN
7173,20,21,WIN
7173,18,15,LOSS
7173,17,17,LOSS
7173,12,30,LOSS
7173,14,20,WIN
7173,18,21,WIN
7173,21,18,LOSS
7173,17,25,LOSS
7173,13,26,LOSS
7173,13,26,LOSS
7173,12,23,LOSS
7173,13,26,LOSS
7173,16,16,LOSS
7173,16,22,LOSS
7173,13,18,WIN
7173,11,17,WIN
7173,14,26,LOSS
7173,20,20,LOSS
7173,7,19,WIN
7173,13,16,WIN
7173,12,21,WIN
7173,15,12,LOSS
7173,14,17,WIN
2916,17,29,LOSS
2916,20,22,LOSS
2916,9,13,WIN
2916,14,16,WIN
2916,21,26,LOSS
2916,9,17,WIN
2916,13,5,LOSS
2916,17,23,LOSS
2916,12,21,WIN
2916,13,19,WIN
2916,14,17,WIN
2916,6,12,WIN
2916,20,24,LOSS
2916,14,20,WIN
2916,20,23,LOSS
2916,13,19,WIN
2916,8,22,LOSS
2916,20,5,LOSS
2916,20,17,LOSS
2916,16,4,LOSS
2916,18,21,WIN
2916,9,12,WIN
2916,12,11,LOSS
2916,10,12,WIN
2916,19,19,LOSS
2916,18,13,LOSS
2916,15,19,WIN
2916,17,23,LOSS
2916,12,13,WIN
2916,13,23,LOSS
2916,8,18,WIN
2916,16,7,LOSS
2916,16,18,WIN
2916,21,21,LOSS
2916,16,19,WIN
2916,16,21,WIN
2916,15,14,LOSS
2916,5,20,WIN
2916,18,20,WIN
2916,13,15,WIN
2916,15,27,LOSS
2916,15,20,WIN
2916,17,17,LOSS
2916,9,17,WIN
2916,12,19,WIN
2916,20,21,WIN
2916,14,14,LOSS
2916,18,20,WIN
2916,8,18,WIN
2916,12,6,LOSS
2916,12,19,WIN
2916,17,22,LOSS
2916,20,17,LOSS
2916,21,22,LOSS
2916,8,12,WIN
2916,20,19,LOSS
2916,8,20,WIN
2916,7,12,WIN
2916,18,19,WIN
5419,18,22,LOSS
5419,16,14,LOSS
5419,15,22,LOSS
5419,14,16,WIN
5419,10,24,LOSS
5419,11,14,WIN
5419,13,18,WIN
5419,10,16,WIN
5419,19,23,LOSS
5419,15,17,WIN
5419,19,20,WIN
5419,12,13,WIN
5419,16,12,LOSS
5419,16,7,LOSS
5419,17,20,WIN
5419,16,20,WIN
5419,13,19,WIN
5419,19,17,LOSS
5419,15,22,LOSS
5419,12,14,WIN
5419,9,20,WIN
5419,17,18,WIN
5419,10,6,LOSS
5419,18,13,LOSS
5419,21,20,LOSS
5419,20,17,LOSS
5419,14,15,WIN
5419,15,25,LOSS
5419,7,15,WIN
5419,9,15,WIN
5419,14,22,LOSS
5419,6,20,WIN
5419,4,14,WIN
5419,10,18,WIN
5419,18,20,WIN
5419,20,6,LOSS
5419,13,23,LOSS
5419,6,13,WIN
5419,18,18,LOSS
5419,12,18,WIN
5419,19,23,LOSS
5419,14,19,WIN
5419,15,14,LOSS
5419,20,24,LOSS
5419,12,9,LOSS
5419,10,15,WIN
5419,21,22,LOSS
5419,19,24,LOSS
5419,16,24,LOSS
5419,19,21,WIN
5419,13,13,LOSS
5419,17,6,LOSS
5419,7,17,WIN
5419,12,15,WIN
5419,14,12,LOSS
5419,17,21,WIN
5419,20,24,LOSS
5419,19,23,LOSS
5419,14,17,WIN
760,14,19,WIN
760,20,4,LOSS
760,21,26,LOSS
760,20,19,LOSS
760,20,25,LOSS
760,17,17,LOSS
760,20,19,LOSS
760,6,10,WIN
760,11,23,LOSS
760,12,10,LOSS
760,14,17,WIN
760,21,23,LOSS
760,17,29,LOSS
760,20,21,WIN
