10,12,3,0,2,5,2,1,0,4,0,1,1,2,2,21,24,22,19,22,23,24,20,24,23,23,22,22,0
10,8,3,0,2,5,2,1,0,4,0,1,1,2,2,21,24,22,19,22,23,24,20,24,23,23,22,22,0
10,18,3,0,2,5,2,1,0,4,0,1,1,2,3,21,24,22,19,22,23,24,20,24,23,23,22,21,0
10,7,3,1,2,5,2,1,0,4,0,1,1,2,3,21,23,22,19,22,23,24,20,24,23,23,22,21,0
10,21,3,0,2,5,2,1,0,4,0,1,1,2,2,21,24,22,19,22,23,24,20,24,23,23,22,22,1
10,20,3,0,2,5,2,1,0,4,0,1,1,2,3,21,24,22,19,22,23,24,20,24,23,23,22,21,1
10,13,3,0,2,5,2,1,0,4,0,1,1,2,2,21,24,22,19,22,23,24,20,24,23,23,22,22,0
10,11,3,0,2,5,2,1,0,4,0,1,1,2,3,21,24,22,19,22,23,24,20,24,23,23,22,21,0
10,12,3,0,2,5,2,1,0,4,0,1,0,2,2,21,24,22,19,22,23,24,20,24,23,24,22,22,1
10,14,3,0,2,5,1,1,0,4,0,1,0,2,2,21,24,22,19,23,23,24,20,24,23,24,22,22,0
10,14,3,1,2,5,2,1,0,4,0,1,1,2,3,21,23,22,19,22,23,24,20,24,23,23,22,21,0
10,15,4,1,2,5,2,1,0,4,0,1,1,2,3,20,23,22,19,22,23,24,20,24,23,23,22,21,1
10,19,3,0,2,5,2,1,0,4,0,1,0,2,2,21,24,22,19,22,23,24,20,24,23,24,22,22,1
11,17,5,5,3,8,5,2,3,7,1,1,1,4,4,19,19,21,16,19,22,21,17,23,23,23,20,20,1
11,9,5,5,3,8,5,2,3,7,1,1,1,4,4,19,19,21,16,19,22,21,17,23,23,23,20,20,0
11,16,5,5,3,8,5,2,3,7,1,1,1,4,4,19,19,21,16,19,22,21,17,23,23,23,20,20,1
11,8,5,5,3,8,5,2,3,7,1,1,1,4,5,19,19,21,16,19,22,21,17,23,23,23,20,19,0
11,7,5,5,3,8,5,2,3,7,1,1,1,4,5,19,19,21,16,19,22,21,17,23,23,23,20,19,0
11,11,5,5,3,8,5,2,3,7,1,1,1,4,5,19,19,21,16,19,22,21,17,23,23,23,20,19,0
11,17,5,5,3,8,5,3,3,7,1,1,1,4,5,19,19,21,16,19,21,21,17,23,23,23,20,19,1
11,9,5,5,3,8,5,3,3,7,1,1,1,4,5,19,19,21,16,19,21,21,17,23,23,23,20,19,0
11,6,5,5,3,8,5,3,3,7,1,1,1,4,5,19,19,21,16,19,21,21,17,23,23,23,20,19,0
11,9,5,5,3,8,5,3,3,7,1,2,1,4,5,19,19,21,16,19,21,21,17,23,22,23,20,19,0
11,18,5,5,3,8,5,3,3,7,1,1,1,4,5,19,19,21,16,19,21,21,17,23,23,23,20,19,1
11,20,6,5,3,8,5,3,3,7,1,2,1,4,5,18,19,21,16,19,21,21,17,23,22,23,20,19,0
11,14,6,5,3,9,5,3,3,7,1,2,1,4,5,18,19,21,15,19,21,21,17,23,22,23,20,19,1
