3303,13,13,LOSS
3303,16,15,LOSS
3303,10,21,WIN
3303,16,16,LOSS
3303,16,17,WIN
3303,18,14,LOSS
3303,18,20,WIN
3303,13,30,LOSS
3303,14,12,LOSS
3303,14,19,WIN
3303,20,14,LOSS
3303,13,24,LOSS
3303,9,11,WIN
3303,15,21,WIN
3303,12,13,WIN
3303,18,19,WIN
3303,15,15,LOSS
3303,8,17,WIN
3303,5,16,WIN
3303,13,22,LOSS
3303,20,21,WIN
3303,15,25,LOSS
3303,20,10,LOSS
3303,10,12,WIN
3303,17,21,WIN
3303,10,20,WIN
3303,15,21,WIN
3303,12,22,LOSS
3303,16,17,WIN
3303,21,21,LOSS
3303,6,23,LOSS
3303,20,20,LOSS
3303,14,15,WIN
3303,15,29,LOSS
3303,9,29,LOSS
3303,14,27,LOSS
3303,18,15,LOSS
3303,15,23,LOSS
3303,20,9,LOSS
3303,13,6,LOSS
3303,12,21,WIN
3303,14,30,LOSS
3303,7,22,LOSS
3303,12,25,LOSS
3303,13,16,WIN
3303,14,26,LOSS
3303,16,25,LOSS
3303,20,23,LOSS
3303,8,25,LOSS
3303,21,25,LOSS
3303,10,26,LOSS
3303,13,25,LOSS
3303,14,28,LOSS
3303,16,24,LOSS
5969,11,5,LOSS
5969,16,21,WIN
5969,16,24,LOSS
5969,13,23,LOSS
5969,20,24,LOSS
5969,11,29,LOSS
5969,4,25,LOSS
5969,16,25,LOSS
5969,14,25,LOSS
5969,15,17,WIN
5969,14,27,LOSS
5969,15,13,LOSS
5969,15,26,LOSS
5969,20,24,LOSS
5969,11,7,LOSS
5969,8,25,LOSS
5969,4,27,LOSS
5969,12,21,WIN
5969,15,22,LOSS
5969,16,4,LOSS
5969,16,27,LOSS
5969,20,28,LOSS
5969,15,19,WIN
5969,14,22,LOSS
5969,15,21,WIN
5969,13,23,LOSS
5969,7,16,WIN
5969,6,26,LOSS
5969,18,24,LOSS
5969,16,22,LOSS
5969,21,21,LOSS
5969,15,25,LOSS
5969,15,13,LOSS
5969,19,25,LOSS
5969,17,25,LOSS
5969,17,25,LOSS
5969,15,28,LOSS
5969,14,19,WIN
5969,20,25,LOSS
5969,12,12,LOSS
5969,21,23,LOSS
5969,19,30,LOSS
5969,21,23,LOSS
5969,16,16,LOSS
5969,16,25,LOSS
5969,12,28,LOSS
