441,12,29,LOSS
441,21,29,LOSS
441,7,25,LOSS
441,11,24,LOSS
441,8,22,LOSS
441,18,23,LOSS
441,15,29,LOSS
441,13,25,LOSS
441,13,21,WIN
441,20,20,LOSS
441,12,21,WIN
441,14,12,LOSS
441,20,26,LOSS
441,21,24,LOSS
441,9,22,LOSS
441,21,11,LOSS
441,16,22,LOSS
441,8,22,LOSS
441,17,27,LOSS
441,17,20,WIN
441,14,10,LOSS
441,15,23,LOSS
441,14,20,WIN
441,21,21,LOSS
441,19,29,LOSS
441,10,16,WIN
441,13,20,WIN
441,15,10,LOSS
441,20,6,LOSS
441,20,21,WIN
441,12,20,WIN
441,14,10,LOSS
441,21,20,LOSS
441,11,11,LOSS
441,18,12,LOSS
441,15,22,LOSS
441,15,22,LOSS
441,21,21,LOSS
441,17,11,LOSS
441,14,20,WIN
441,15,28,LOSS
441,13,22,LOSS
441,15,12,LOSS
441,12,24,LOSS
441,5,22,LOSS
441,9,25,LOSS
441,20,24,LOSS
441,19,18,LOSS
441,17,12,LOSS
441,15,8,LOSS
441,20,16,LOSS
8113,10,27,LOSS
8113,19,26,LOSS
8113,8,18,WIN
8113,20,11,LOSS
8113,12,24,LOSS
8113,13,21,WIN
8113,7,20,WIN
8113,13,18,WIN
8113,4,18,WIN
8113,21,20,LOSS
8113,12,8,LOSS
8113,17,23,LOSS
8113,20,16,LOSS
8113,18,23,LOSS
8113,12,22,LOSS
8113,12,19,WIN
8113,18,20,WIN
8113,13,29,LOSS
8113,13,24,LOSS
8113,10,20,WIN
8113,15,18,WIN
8113,19,25,LOSS
8113,19,27,LOSS
8113,8,21,WIN
8113,17,18,WIN
8113,21,18,LOSS
8113,13,23,LOSS
8113,21,16,LOSS
8113,14,23,LOSS
8113,13,16,WIN
8113,21,13,LOSS
8113,5,11,WIN
8113,14,10,LOSS
8113,18,24,LOSS
8113,8,18,WIN
8113,8,20,WIN
8113,7,25,LOSS
8113,20,6,LOSS
8113,16,16,LOSS
8113,18,20,WIN
8113,19,24,LOSS
8113,9,25,LOSS
8113,12,24,LOSS
8113,13,12,LOSS
8113,16,21,WIN
8113,20,20,LOSS
8113,20,12,LOSS
8113,12,12,LOSS
8113,13,23,LOSS
8113,13,18,WIN
8113,16,23,LOSS
8113,14,11,LOSS
8113,21,19,LOSS
8113,16,13,LOSS
8113,16,19,WIN
8113,12,12,LOSS
8151,5,21,WIN
8151,16,8,LOSS
8151,16,8,LOSS
8151,16,12,LOSS
8151,20,13,LOSS
8151,14,20,WIN
8151,17,20,WIN
8151,15,8,LOSS
8151,19,13,LOSS
8151,16,12,LOSS
8151,11,19,WIN
8151,21,13,LOSS
8151,17,19,WIN
8151,15,16,WIN
8151,20,13,LOSS
8151,21,20,LOSS
8151,16,21,WIN
8151,20,20,LOSS
8151,13,10,LOSS
8151,12,21,WIN
8151,14,26,LOSS
8151,20,12,LOSS
8151,20,10,LOSS
8151,15,18,WIN
8151,4,11,WIN
8151,14,20,WIN
8151,10,20,WIN
8151,10,10,LOSS
8151,10,12,WIN
8151,15,18,WIN
8151,10,20,WIN
8151,20,23,LOSS
8151,18,16,LOSS
8151,20,20,LOSS
8151,11,5,LOSS
8151,10,16,WIN
8151,17,18,WIN
8151,20,18,LOSS
8151,19,20,WIN
8151,17,11,LOSS
8151,18,20,WIN
8151,12,26,LOSS
8151,12,5,LOSS
8151,10,25,LOSS
8151,12,12,LOSS
8151,13,19,WIN
8151,18,12,LOSS
8151,21,13,LOSS
8151,12,16,WIN
8151,15,11,LOSS
8151,13,8,LOSS
8151,12,17,WIN
8151,7,7,LOSS
8151,10,16,WIN
8151,15,21,WIN
8151,12,20,WIN
8151,15,19,WIN
8151,15,20,WIN
8151,19,8,LOSS
8151,18,13,LOSS
6140,21,26,LOSS
6140,16,27,LOSS
6140,14,8,LOSS
6140,10,7,LOSS
6140,13,24,LOSS
6140,14,11,LOSS
6140,21,13,LOSS
6140,7,8,WIN
6140,18,21,WIN
6140,21,19,LOSS
6140,14,19,WIN
6140,17,7,LOSS
6140,20,12,LOSS
6140,9,18,WIN
6140,13,13,LOSS
6140,15,21,WIN
6140,10,7,LOSS
6140,18,24,LOSS
6140,12,12,LOSS
6140,12,24,LOSS
6140,18,13,LOSS
6140,5,21,WIN
6140,12,18,WIN
6140,10,13,WIN
6140,20,18,LOSS
6140,14,16,WIN
6140,12,5,LOSS
6140,14,18,WIN
6140,12,13,WIN
6140,17,20,WIN
6140,11,22,LOSS
6140,17,15,LOSS
6140,12,15,WIN
6140,14,12,LOSS
6140,15,13,LOSS
6140,19,16,LOSS
6140,18,24,LOSS
6140,18,11,LOSS
6140,17,22,LOSS
6140,19,18,LOSS
6140,19,21,WIN
6140,14,13,LOSS
6140,13,10,LOSS
6140,12,13,WIN
6140,10,15,WIN
6140,17,11,LOSS
6140,15,15,LOSS
6140,14,18,WIN
6140,11,15,WIN
6140,16,13,LOSS
6140,20,20,LOSS
6140,21,12,LOSS
6140,19,27,LOSS
6140,19,16,LOSS
6140,12,13,WIN
6140,12,16,WIN
6140,18,21,WIN
6140,6,20,WIN
6140,11,21,WIN
6140,8,24,LOSS
6140,19,13,LOSS
8344,15,19,WIN
8344,15,16,WIN
8344,20,22,LOSS
8344,20,22,LOSS
8344,13,15,WIN
8344,15,12,LOSS
8344,16,15,LOSS
8344,10,19,WIN
8344,12,24,LOSS
8344,17,15,LOSS
8344,12,16,WIN
8344,17,21,WIN
8344,18,16,LOSS
8344,5,19,WIN
8344,13,20,WIN
8344,14,19,WIN
8344,18,13,LOSS
8344,11,22,LOSS
8344,18,11,LOSS
8344,14,15,WIN
8344,11,21,WIN
8344,15,20,WIN
8344,14,20,WIN
8344,15,7,LOSS
8344,19,15,LOSS
8344,16,12,LOSS
8344,4,12,WIN
8344,18,21,WIN
8344,20,12,LOSS
8344,20,15,LOSS
8344,19,15,LOSS
8344,15,12,LOSS
8344,16,7,LOSS
8344,17,13,LOSS
8344,17,20,WIN
8344,16,20,WIN
8344,14,16,WIN
8344,12,19,WIN
8344,10,13,WIN
8344,16,19,WIN
8344,14,16,WIN
8344,11,15,WIN
8344,12,18,WIN
8344,20,19,LOSS
8344,20,13,LOSS
8344,17,20,WIN
8344,14,18,WIN
8344,9,19,WIN
8344,5,13,WIN
8344,21,11,LOSS
8344,17,11,LOSS
8344,20,18,LOSS
8344,16,12,LOSS
8344,20,21,WIN
8344,20,12,LOSS
8344,17,27,LOSS
8344,6,27,LOSS
8344,20,22,LOSS
8344,19,13,LOSS
8344,15,27,LOSS
5891,13,20,WIN
5891,13,18,WIN
5891,17,8,LOSS
5891,14,23,LOSS
5891,16,15,LOSS
5891,15,21,WIN
5891,11,16,WIN
5891,14,20,WIN
5891,15,20,WIN
5891,19,16,LOSS
5891,18,19,WIN
5891,16,7,LOSS
5891,16,30,LOSS
5891,8,8,LOSS
5891,19,19,LOSS
5891,4,20,WIN
5891,21,18,LOSS
5891,10,19,WIN
5891,10,25,LOSS
5891,12,24,LOSS
5891,17,4,LOSS
5891,6,19,WIN
5891,15,12,LOSS
5891,19,20,WIN
5891,14,16,WIN
5891,20,16,LOSS
5891,8,15,WIN
5891,15,20,WIN
5891,15,16,WIN
5891,20,20,LOSS
5891,13,13,LOSS
5891,18,18,LOSS
5891,15,24,LOSS
5891,17,20,WIN
5891,20,18,LOSS
5891,18,6,LOSS
5891,15,15,LOSS
5891,18,26,LOSS
5891,13,11,LOSS
5891,21,12,LOSS
5891,12,20,WIN
5891,19,18,LOSS
5891,12,16,WIN
5891,20,8,LOSS
5891,8,26,LOSS
5891,11,13,WIN
5891,12,19,WIN
5891,13,11,LOSS
5891,12,16,WIN
5891,11,27,LOSS
5891,13,15,WIN
5891,17,15,LOSS
5891,20,20,LOSS
5891,20,4,LOSS
5891,17,15,LOSS
5891,15,20,WIN
5891,16,20,WIN
5891,19,15,LOSS
5891,16,18,WIN
5891,5,6,WIN
5891,14,8,LOSS
5891,9,18,WIN
1868,13,7,LOSS
1868,20,7,LOSS
1868,15,19,WIN
1868,19,15,LOSS
1868,16,22,LOSS
1868,19,12,LOSS
1868,18,13,LOSS
1868,14,16,WIN
1868,13,20,WIN
1868,16,19,WIN
1868,20,15,LOSS
1868,6,12,WIN
1868,21,16,LOSS
1868,17,7,LOSS
1868,13,25,LOSS
1868,21,14,LOSS
1868,13,16,WIN
1868,9,10,WIN
1868,20,13,LOSS
1868,16,21,WIN
1868,20,20,LOSS
1868,13,20,WIN
1868,16,19,WIN
1868,14,15,WIN
1868,12,16,WIN
1868,8,20,WIN
1868,11,14,WIN
1868,19,18,LOSS
1868,16,12,LOSS
1868,18,11,LOSS
1868,19,20,WIN
1868,15,20,WIN
1868,16,14,LOSS
1868,6,20,WIN
1868,16,27,LOSS
1868,15,20,WIN
1868,20,16,LOSS
1868,21,13,LOSS
1868,12,7,LOSS
1868,15,21,WIN
1868,5,20,WIN
1868,17,18,WIN
1868,18,20,WIN
1868,19,6,LOSS
1868,18,13,LOSS
1868,9,6,LOSS
1868,12,20,WIN
1868,8,21,WIN
1868,11,6,LOSS
1868,13,27,LOSS
1868,16,12,LOSS
1868,13,8,LOSS
1868,15,12,LOSS
1868,15,14,LOSS
1868,15,5,LOSS
1868,12,29,LOSS
1868,15,14,LOSS
1868,21,13,LOSS
1868,18,4,LOSS
1868,14,16,WIN
1868,13,19,WIN
1868,13,13,LOSS
5491,14,12,LOSS
5491,19,12,LOSS
5491,13,16,WIN
5491,13,20,WIN
