10,13,0,0,0,0,0,1,1,0,0,0,0,1,0,24,24,24,24,24,23,23,24,24,24,24,23,24,0
8,15,1,0,1,1,0,1,1,1,0,0,0,1,0,23,24,23,23,24,23,23,23,24,24,24,23,24,0
4,21,2,0,1,2,0,1,1,2,0,0,0,1,1,22,24,23,22,24,23,23,22,24,24,24,23,23,1
6,16,2,0,1,2,0,4,1,2,0,0,0,1,2,22,24,23,22,24,20,23,22,24,24,24,23,22,0
7,17,2,0,1,2,0,4,3,2,0,0,1,2,2,22,24,23,22,24,20,21,22,24,24,23,22,22,1
10,14,2,0,1,3,0,4,3,2,1,0,1,3,3,22,24,23,21,24,20,21,22,23,24,23,21,21,0
10,20,2,0,1,3,0,4,3,3,1,2,2,3,3,22,24,23,21,24,20,21,21,23,22,22,21,21,1
4,20,2,0,1,4,0,4,3,4,1,3,3,3,3,22,24,23,20,24,20,21,20,23,21,21,21,21,1
3,12,2,1,2,4,0,4,3,4,2,4,3,4,3,22,23,22,20,24,20,21,20,22,20,21,20,21,0
4,19,3,1,2,5,0,4,3,4,3,4,4,4,3,21,23,22,19,24,20,21,20,21,20,20,20,21,1
10,14,0,0,0,1,0,0,0,0,0,1,1,0,0,24,24,24,23,24,24,24,24,24,23,23,24,24,0
10,14,1,0,1,1,0,0,0,0,0,1,2,0,1,23,24,23,23,24,24,24,24,24,23,22,24,23,0
10,14,1,0,1,1,0,0,0,0,0,1,3,0,1,23,24,23,23,24,24,24,24,24,23,21,24,23,1
6,11,1,0,2,1,1,2,0,0,0,1,3,1,1,23,24,22,23,23,22,24,24,24,23,21,23,23,1
10,21,2,0,3,1,1,2,0,0,0,1,5,1,1,22,24,21,23,23,22,24,24,24,23,19,23,23,1
2,13,2,1,3,1,2,3,1,0,0,1,5,1,1,22,23,21,23,22,21,23,24,24,23,19,23,23,1
8,19,2,1,3,1,2,3,1,1,1,1,5,2,2,22,23,21,23,22,21,23,23,23,23,19,22,22,1
10,15,2,1,3,1,3,3,1,1,1,2,6,3,2,22,23,21,23,21,21,23,23,23,22,18,21,22,0
6,13,2,1,4,1,4,4,1,1,1,2,6,3,3,22,23,20,23,20,20,23,23,23,22,18,21,21,0
6,17,2,1,4,2,4,4,1,1,1,2,6,3,3,22,23,20,22,20,20,23,23,23,22,18,21,21,1
2,16,2,3,4,2,4,5,1,1,1,2,6,3,4,22,21,20,22,20,19,23,23,23,22,18,21,20,1
8,15,2,3,5,2,4,6,1,2,2,2,6,3,4,22,21,19,22,20,18,23,22,22,22,18,21,20,1
9,15,2,3,5,2,5,7,2,2,4,2,6,3,4,22,21,19,22,19,17,22,22,20,22,18,21,20,0
5,15,3,3,5,2,6,8,3,3,4,2,6,3,4,21,21,19,22,18,16,21,21,20,22,18,21,20,1
9,10,3,4,5,2,6,8,3,4,5,3,7,3,4,21,20,19,22,18,16,21,20,19,21,17,21,20,0
5,12,4,4,5,2,8,8,4,4,5,3,7,3,4,20,20,19,22,16,16,20,20,19,21,17,21,20,1
7,21,5,4,5,2,9,8,5,4,5,3,7,4,4,19,20,19,22,15,16,19,20,19,21,17,20,20,0
4,20,5,4,5,3,9,8,5,4,5,3,7,6,6,19,20,19,21,15,16,19,20,19,21,17,18,18,1
5,15,5,4,5,3,11,9,5,4,5,4,7,6,6,19,20,19,21,13,15,19,20,19,20,17,18,18,0
2,14,5,5,5,4,11,10,5,4,5,6,7,6,6,19,19,19,20,13,14,19,20,19,18,17,18,18,1
10,17,6,5,5,4,11,11,5,5,5,7,7,7,6,18,19,19,20,13,13,19,19,19,17,17,17,18,1
11,20,8,5,5,4,11,12,5,5,6,7,7,7,6,16,19,19,20,13,12,19,19,18,17,17,17,18,1
2,11,9,6,5,5,11,12,6,5,6,7,7,8,6,15,18,19,19,13,12,18,19,18,17,17,16,18,0
2,12,10,6,5,5,11,12,6,5,6,7,7,8,6,14,18,19,19,13,12,18,19,18,17,17,16,18,0
2,14,10,7,5,5,11,12,6,5,6,7,7,8,6,14,17,19,19,13,12,18,19,18,17,17,16,18,1
10,12,10,7,5,6,12,12,7,5,7,7,8,8,6,14,17,19,18,12,12,17,19,17,17,16,16,18,0
10,20,10,7,5,6,12,12,7,6,7,7,8,8,6,14,17,19,18,12,12,17,18,17,17,16,16,18,0
10,15,10,7,5,6,13,12,7,6,7,7,9,9,7,14,17,19,18,11,12,17,18,17,17,15,15,17,1
5,20,11,7,5,7,14,12,7,6,8,7,9,9,7,13,17,19,17,10,12,17,18,16,17,15,15,17,0
5,18,11,7,5,7,14,12,7,7,8,7,9,9,7,13,17,19,17,10,12,17,17,16,17,15,15,17,0
5,20,11,8,5,7,14,12,7,7,8,7,9,9,7,13,16,19,17,10,12,17,17,16,17,15,15,17,1
2,14,12,9,6,7,14,12,7,7,9,7,10,9,7,12,15,18,17,10,12,17,17,15,17,14,15,17,0
2,19,12,9,6,7,15,12,7,7,9,7,10,9,7,12,15,18,17,9,12,17,17,15,17,14,15,17,0
2,19,12,9,6,7,15,12,7,7,9,7,10,9,8,12,15,18,17,9,12,17,17,15,17,14,15,16,1
4,13,13,10,6,8,15,12,8,7,9,8,10,9,8,11,14,18,16,9,12,16,17,15,16,14,15,16,0
4,20,13,10,6,8,15,12,9,7,9,8,10,9,8,11,14,18,16,9,12,15,17,15,16,14,15,16,0
4,20,13,10,6,8,15,12,9,7,9,9,10,9,8,11,14,18,16,9,12,15,17,15,15,14,15,16,1
8,12,13,10,7,8,15,12,10,8,10,9,10,10,8,11,14,17,16,9,12,14,16,14,15,14,14,16,0
8,15,13,10,8,8,15,12,10,8,10,9,10,10,8,11,14,16,16,9,12,14,16,14,15,14,14,16,0
8,15,13,10,8,8,16,12,10,9,10,9,12,10,8,11,14,16,16,8,12,14,15,14,15,12,14,16,1
9,9,13,11,8,8,16,12,12,10,11,9,12,10,8,11,13,16,16,8,12,12,14,13,15,12,14,16,0
9,6,14,11,10,8,16,12,12,10,12,9,12,10,8,10,13,14,16,8,12,12,14,12,15,12,14,16,0
9,21,15,11,10,9,16,12,12,10,13,9,12,10,9,9,13,14,15,8,12,12,14,11,15,12,14,15,1
10,10,15,12,11,9,16,12,12,11,13,9,13,10,9,9,12,13,15,8,12,12,13,11,15,11,14,15,0
10,20,15,12,11,9,16,12,12,11,13,10,13,10,9,9,12,13,15,8,12,12,13,11,14,11,14,15,1
5,12,15,13,11,10,17,12,12,11,13,11,13,11,9,9,11,13,14,7,12,12,13,11,13,11,13,15,1
2,9,15,15,11,11,18,12,12,11,13,11,14,11,9,9,9,13,13,6,12,12,13,11,13,10,13,15,0
2,14,15,15,11,11,19,12,12,11,13,11,14,11,9,9,9,13,13,5,12,12,13,11,13,10,13,15,0
2,16,15,16,11,11,19,12,12,11,13,11,14,11,9,9,8,13,13,5,12,12,13,11,13,10,13,15,1
3,16,15,16,12,11,19,13,12,11,14,12,14,11,10,9,8,12,13,5,11,12,13,10,12,10,13,14,1
10,17,15,16,12,11,19,13,13,11,14,13,14,12,11,9,8,12,13,5,11,11,13,10,11,10,12,13,1
8,15,15,16,12,12,19,14,13,12,16,13,14,12,11,9,8,12,12,5,10,11,12,8,11,10,12,13,0
8,18,15,16,13,12,19,14,13,12,16,13,14,12,11,9,8,11,12,5,10,11,12,8,11,10,12,13,0
8,19,16,16,13,12,19,14,13,12,16,13,14,12,11,8,8,11,12,5,10,11,12,8,11,10,12,13,1
9,15,16,16,13,12,20,15,13,13,17,13,14,12,12,8,8,11,12,4,9,11,11,7,11,10,12,12,1
5,9,17,17,13,12,21,15,14,14,17,13,14,12,12,7,7,11,12,3,9,10,10,7,11,10,12,12,0
5,15,17,17,13,12,21,16,14,14,17,13,14,12,12,7,7,11,12,3,8,10,10,7,11,10,12,12,1
11,15,18,17,14,12,22,16,14,14,17,13,15,13,12,6,7,10,12,2,8,10,10,7,11,9,11,12,1
3,17,18,17,15,12,22,16,15,14,17,13,15,14,14,6,7,9,12,2,8,9,10,7,11,9,10,10,0
3,20,18,17,16,12,22,16,15,14,17,13,15,14,14,6,7,8,12,2,8,9,10,7,11,9,10,10,1
3,6,18,18,17,13,22,17,16,14,17,13,15,14,14,6,6,7,11,2,7,8,10,7,11,9,10,10,0
3,15,18,18,17,13,22,17,16,14,18,13,15,14,14,6,6,7,11,2,7,8,10,6,11,9,10,10,1
10,12,18,19,17,13,22,17,16,14,18,13,16,17,14,6,5,7,11,2,7,8,10,6,11,8,7,10,0
10,18,18,19,17,13,22,18,16,14,18,13,16,17,14,6,5,7,11,2,6,8,10,6,11,8,7,10,1
6,20,18,19,17,14,22,19,16,14,18,13,17,17,16,6,5,7,10,2,5,8,10,6,11,7,7,8,1
9,5,0,1,1,0,0,0,0,0,1,0,0,0,0,24,23,23,24,24,24,24,24,23,24,24,24,24,0
10,13,0,2,2,0,0,0,0,0,1,0,0,2,0,24,22,22,24,24,24,24,24,23,24,24,22,24,0
9,11,0,2,3,0,0,1,0,2,2,0,0,2,0,24,22,21,24,24,23,24,22,22,24,24,22,24,0
9,12,1,2,3,0,0,1,0,2,2,0,0,2,0,23,22,21,24,24,23,24,22,22,24,24,22,24,0
9,13,2,2,3,0,0,1,0,2,2,0,0,2,0,22,22,21,24,24,23,24,22,22,24,24,22,24,0
9,20,2,2,3,0,0,1,1,2,2,0,0,2,0,22,22,21,24,24,23,23,22,22,24,24,22,24,1
