9014,17,12,LOSS
9014,21,14,LOSS
9014,19,22,LOSS
9014,12,21,WIN
9014,17,25,LOSS
9014,13,30,LOSS
9014,20,22,LOSS
9014,9,25,LOSS
9014,16,23,LOSS
9014,18,29,LOSS
9014,14,25,LOSS
9014,9,28,LOSS
9014,11,26,LOSS
9014,11,23,LOSS
9014,12,27,LOSS
9014,17,25,LOSS
9014,13,25,LOSS
9014,14,24,LOSS
9014,16,29,LOSS
9014,17,14,LOSS
9014,12,26,LOSS
9014,14,23,LOSS
9014,21,29,LOSS
9014,13,27,LOSS
9014,18,25,LOSS
9014,16,21,WIN
9014,19,22,LOSS
9014,9,27,LOSS
9014,12,26,LOSS
9014,12,26,LOSS
9014,13,22,LOSS
9014,12,28,LOSS
9014,5,29,LOSS
9014,17,26,LOSS
9014,19,25,LOSS
9014,12,28,LOSS
9014,9,21,WIN
9014,18,28,LOSS
9014,18,27,LOSS
9014,10,22,LOSS
9014,15,25,LOSS
9014,12,22,LOSS
9014,12,26,LOSS
9014,15,27,LOSS
9014,8,30,LOSS
9014,13,23,LOSS
3865,15,27,LOSS
3865,20,30,LOSS
3865,18,24,LOSS
3865,10,22,LOSS
3865,11,23,LOSS
3865,18,23,LOSS
3865,20,21,WIN
3865,4,22,LOSS
3865,9,22,LOSS
3865,16,24,LOSS
3865,19,22,LOSS
3865,14,22,LOSS
3865,16,25,LOSS
3865,18,23,LOSS
3865,16,24,LOSS
3865,14,23,LOSS
3865,20,24,LOSS
3865,10,28,LOSS
3865,17,25,LOSS
3865,16,21,WIN
3865,17,21,WIN
3865,20,28,LOSS
3865,20,21,WIN
3865,12,27,LOSS
3865,13,22,LOSS
3865,16,26,LOSS
3865,15,25,LOSS
3865,8,21,WIN
3865,16,26,LOSS
3865,20,26,LOSS
3865,20,23,LOSS
3865,17,29,LOSS
3865,17,24,LOSS
3865,11,26,LOSS
3865,18,23,LOSS
3865,10,27,LOSS
3865,18,21,WIN
3865,15,28,LOSS
3865,15,24,LOSS
3865,15,24,LOSS
3865,16,23,LOSS
3865,12,24,LOSS
3865,18,21,WIN
3865,16,21,WIN
3865,21,22,LOSS
3865,12,22,LOSS
4706,14,24,LOSS
4706,16,23,LOSS
4706,12,25,LOSS
4706,18,25,LOSS
4706,17,22,LOSS
4706,11,22,LOSS
4706,15,22,LOSS
4706,19,22,LOSS
4706,13,30,LOSS
4706,20,22,LOSS
4706,21,25,LOSS
4706,14,30,LOSS
4706,20,23,LOSS
4706,14,22,LOSS
4706,18,21,WIN
4706,12,21,WIN
4706,20,30,LOSS
4706,13,29,LOSS
4706,13,22,LOSS
4706,11,21,WIN
4706,20,30,LOSS
4706,21,25,LOSS
4706,21,23,LOSS
4706,19,30,LOSS
4706,5,23,LOSS
4706,19,22,LOSS
4706,19,23,LOSS
4706,12,21,WIN
4706,19,24,LOSS
4706,5,26,LOSS
4706,18,24,LOSS
4706,20,23,LOSS
4706,20,30,LOSS
4706,13,21,WIN
4706,12,28,LOSS
4706,9,26,LOSS
4706,18,23,LOSS
4706,20,21,WIN
